Exact Jaccard Similarities (>= 0.5):
545 - 933 : 0.54
551 - 682 : 0.58
551 - 896 : 0.54
554 - 764 : 0.58
561 - 618 : 0.5
580 - 714 : 0.5
580 - 717 : 0.5
586 - 943 : 0.52
588 - 660 : 0.52
595 - 938 : 0.52
600 - 826 : 0.6
601 - 897 : 0.54
606 - 727 : 0.52
606 - 892 : 0.5
618 - 632 : 0.52
618 - 796 : 0.52
618 - 864 : 0.52
618 - 892 : 0.5
618 - 916 : 0.5
634 - 733 : 0.52
642 - 804 : 0.5
642 - 881 : 0.5
650 - 660 : 0.52
650 - 716 : 0.5
650 - 843 : 0.5
650 - 864 : 0.52
650 - 881 : 0.54
650 - 892 : 0.52
653 - 682 : 0.5
653 - 749 : 0.56
659 - 693 : 0.5
660 - 727 : 0.52
660 - 795 : 0.56
660 - 804 : 0.52
674 - 879 : 0.52
682 - 749 : 0.52
682 - 880 : 0.6
682 - 896 : 0.58
682 - 916 : 0.5
694 - 716 : 0.5
709 - 757 : 0.52
716 - 882 : 0.5
727 - 795 : 0.52
738 - 795 : 0.5
738 - 890 : 0.54
749 - 804 : 0.52
749 - 880 : 0.5
749 - 892 : 0.52
749 - 896 : 0.5
749 - 933 : 0.5
790 - 892 : 0.52
790 - 933 : 0.56
795 - 868 : 0.5
796 - 880 : 0.5
804 - 805 : 0.5
804 - 880 : 0.54
804 - 881 : 0.5
807 - 843 : 0.5
807 - 892 : 0.56
843 - 890 : 0.5
843 - 892 : 0.52
864 - 892 : 0.52
868 - 889 : 0.54
881 - 892 : 0.54
892 - 896 : 0.5
896 - 916 : 0.5
916 - 933 : 0.52
False Positives: 73.2
False Negatives: 0.4
MinHash Similarities with 100 hash functions (>= 0.5):
7 - 234 : 0.5
7 - 313 : 0.53
13 - 276 : 0.5
13 - 655 : 0.51
37 - 746 : 0.51
56 - 399 : 0.5
59 - 234 : 0.51
59 - 308 : 0.52
59 - 406 : 0.51
59 - 429 : 0.54
59 - 537 : 0.51
60 - 716 : 0.53
64 - 843 : 0.51
92 - 276 : 0.5
92 - 303 : 0.5
92 - 378 : 0.52
92 - 399 : 0.53
92 - 417 : 0.52
92 - 457 : 0.5
92 - 896 : 0.51
94 - 276 : 0.56
94 - 429 : 0.54
94 - 561 : 0.5
95 - 194 : 0.5
95 - 311 : 0.5
109 - 301 : 0.54
109 - 682 : 0.5
109 - 749 : 0.51
112 - 616 : 0.51
130 - 222 : 0.53
130 - 399 : 0.5
151 - 450 : 0.51
173 - 446 : 0.53
173 - 451 : 0.51
194 - 313 : 0.56
222 - 393 : 0.55
222 - 749 : 0.5
234 - 308 : 0.62
234 - 406 : 0.53
234 - 429 : 0.6
234 - 450 : 0.61
234 - 650 : 0.53
234 - 716 : 0.5
267 - 774 : 0.51
267 - 933 : 0.51
268 - 293 : 0.52
268 - 417 : 0.5
276 - 291 : 0.53
276 - 303 : 0.52
276 - 363 : 0.52
276 - 393 : 0.5
276 - 399 : 0.53
276 - 406 : 0.5
276 - 416 : 0.55
301 - 429 : 0.51
301 - 643 : 0.5
301 - 653 : 0.5
301 - 916 : 0.5
301 - 933 : 0.54
303 - 417 : 0.52
303 - 880 : 0.51
308 - 406 : 0.56
308 - 429 : 0.62
308 - 450 : 0.52
308 - 561 : 0.51
308 - 650 : 0.5
311 - 846 : 0.57
313 - 716 : 0.5
317 - 362 : 0.52
326 - 766 : 0.52
327 - 429 : 0.52
327 - 561 : 0.51
328 - 788 : 0.71
339 - 561 : 0.53
339 - 833 : 0.51
353 - 827 : 0.5
356 - 856 : 0.53
363 - 417 : 0.52
363 - 429 : 0.5
363 - 561 : 0.5
378 - 399 : 0.5
378 - 429 : 0.52
393 - 399 : 0.5
393 - 435 : 0.54
393 - 682 : 0.53
393 - 727 : 0.54
393 - 880 : 0.57
399 - 417 : 0.5
399 - 487 : 0.51
399 - 682 : 0.56
399 - 796 : 0.51
399 - 916 : 0.52
407 - 650 : 0.5
408 - 898 : 0.85
416 - 450 : 0.56
417 - 796 : 0.51
429 - 450 : 0.52
429 - 561 : 0.55
429 - 796 : 0.51
429 - 804 : 0.5
429 - 805 : 0.51
435 - 682 : 0.51
435 - 727 : 0.52
435 - 916 : 0.51
446 - 853 : 0.59
448 - 574 : 0.5
450 - 524 : 0.51
450 - 796 : 0.54
451 - 489 : 0.6
451 - 587 : 0.54
474 - 716 : 0.5
487 - 864 : 0.53
489 - 587 : 0.67
497 - 727 : 0.5
510 - 812 : 0.53
521 - 738 : 0.51
554 - 764 : 0.51
561 - 889 : 0.51
588 - 796 : 0.54
589 - 853 : 0.5
600 - 826 : 0.53
650 - 716 : 0.56
650 - 843 : 0.58
674 - 879 : 0.52
682 - 727 : 0.53
682 - 916 : 0.55
727 - 896 : 0.5
727 - 916 : 0.55
749 - 804 : 0.51
749 - 916 : 0.52
755 - 853 : 0.51
896 - 916 : 0.51
False Positives: 25.0
False Negatives: 0.6
MinHash Similarities with 200 hash functions (>= 0.5):
59 - 234 : 0.505
59 - 308 : 0.5
59 - 387 : 0.5
59 - 429 : 0.53
59 - 524 : 0.51
59 - 537 : 0.51
59 - 804 : 0.51
92 - 222 : 0.51
92 - 378 : 0.51
92 - 864 : 0.535
94 - 276 : 0.51
94 - 435 : 0.53
94 - 682 : 0.575
94 - 896 : 0.515
109 - 222 : 0.5
112 - 404 : 0.515
112 - 616 : 0.53
130 - 276 : 0.5
143 - 356 : 0.51
194 - 301 : 0.505
194 - 313 : 0.5
194 - 881 : 0.505
197 - 600 : 0.555
197 - 826 : 0.615
222 - 378 : 0.55
222 - 416 : 0.525
222 - 417 : 0.52
222 - 682 : 0.525
222 - 864 : 0.535
234 - 308 : 0.505
234 - 406 : 0.5
271 - 474 : 0.5
276 - 303 : 0.565
276 - 393 : 0.52
276 - 417 : 0.54
276 - 435 : 0.515
276 - 551 : 0.5
276 - 682 : 0.54
293 - 450 : 0.525
303 - 417 : 0.51
303 - 682 : 0.53
303 - 880 : 0.52
311 - 846 : 0.53
328 - 788 : 0.72
356 - 856 : 0.515
366 - 814 : 0.5
378 - 416 : 0.51
378 - 450 : 0.5
378 - 864 : 0.525
393 - 682 : 0.55
405 - 846 : 0.525
406 - 561 : 0.525
408 - 898 : 0.855
416 - 450 : 0.5
417 - 497 : 0.515
429 - 804 : 0.5
435 - 497 : 0.5
435 - 551 : 0.5
435 - 682 : 0.57
435 - 727 : 0.51
435 - 880 : 0.5
450 - 846 : 0.505
451 - 489 : 0.575
489 - 587 : 0.63
489 - 724 : 0.51
489 - 863 : 0.51
537 - 655 : 0.515
551 - 682 : 0.51
551 - 896 : 0.525
554 - 764 : 0.51
600 - 826 : 0.585
674 - 879 : 0.54
682 - 880 : 0.53
724 - 863 : 0.585
727 - 790 : 0.505
749 - 864 : 0.515
750 - 853 : 0.525
772 - 856 : 0.51
815 - 843 : 0.505
False Positives: 14.0
False Negatives: 0.2
Exact Jaccard Similarities (>= 0.5):
197 - 600 : 0.5
197 - 826 : 0.512987012987013
328 - 788 : 0.6729559748427673
408 - 898 : 0.8387096774193549
451 - 489 : 0.5333333333333333
489 - 587 : 0.6299212598425197
554 - 764 : 0.5170068027210885
600 - 826 : 0.5454545454545454
674 - 879 : 0.5217391304347826
800 - 879 : 0.5
MinHash Similarities with 50 hash functions (>= 0.5):
1 - 18 : 0.5
1 - 59 : 0.5
1 - 327 : 0.5
1 - 450 : 0.52
1 - 457 : 0.52
1 - 533 : 0.56
7 - 13 : 0.5
7 - 59 : 0.6
7 - 234 : 0.52
7 - 276 : 0.5
7 - 308 : 0.52
7 - 405 : 0.5
7 - 406 : 0.54
7 - 450 : 0.54
7 - 472 : 0.5
7 - 537 : 0.52
7 - 650 : 0.56
7 - 716 : 0.5
7 - 749 : 0.5
7 - 846 : 0.58
13 - 59 : 0.56
13 - 194 : 0.5
13 - 222 : 0.52
13 - 234 : 0.54
13 - 276 : 0.56
13 - 293 : 0.56
13 - 303 : 0.58
13 - 308 : 0.54
13 - 327 : 0.52
13 - 334 : 0.52
13 - 378 : 0.52
13 - 393 : 0.5
13 - 405 : 0.56
13 - 406 : 0.54
13 - 416 : 0.56
13 - 450 : 0.62
13 - 457 : 0.5
13 - 474 : 0.5
13 - 537 : 0.6
13 - 561 : 0.5
13 - 716 : 0.5
13 - 846 : 0.56
18 - 398 : 0.5
18 - 450 : 0.5
18 - 747 : 0.58
26 - 540 : 0.5
26 - 938 : 0.5
28 - 363 : 0.52
42 - 311 : 0.5
43 - 344 : 0.54
43 - 345 : 0.5
59 - 94 : 0.5
59 - 234 : 0.54
59 - 293 : 0.52
59 - 308 : 0.58
59 - 311 : 0.54
59 - 405 : 0.54
59 - 406 : 0.54
59 - 416 : 0.52
59 - 417 : 0.54
59 - 450 : 0.72
59 - 472 : 0.5
59 - 474 : 0.54
59 - 537 : 0.66
59 - 561 : 0.5
59 - 716 : 0.52
59 - 805 : 0.5
59 - 846 : 0.56
59 - 864 : 0.52
59 - 916 : 0.5
60 - 308 : 0.5
61 - 281 : 0.56
62 - 916 : 0.5
64 - 311 : 0.5
64 - 387 : 0.5
64 - 823 : 0.5
64 - 896 : 0.52
66 - 432 : 0.5
66 - 742 : 0.52
85 - 151 : 0.54
85 - 716 : 0.5
90 - 406 : 0.5
92 - 276 : 0.52
92 - 864 : 0.58
92 - 916 : 0.54
94 - 222 : 0.52
94 - 293 : 0.52
94 - 311 : 0.52
94 - 405 : 0.52
94 - 416 : 0.56
94 - 429 : 0.54
94 - 472 : 0.5
94 - 495 : 0.54
94 - 716 : 0.5
94 - 727 : 0.5
94 - 846 : 0.58
94 - 916 : 0.5
95 - 194 : 0.62
95 - 311 : 0.6
95 - 313 : 0.62
95 - 650 : 0.5
95 - 749 : 0.56
95 - 815 : 0.56
102 - 363 : 0.5
102 - 425 : 0.5
102 - 435 : 0.5
109 - 200 : 0.5
109 - 256 : 0.5
109 - 727 : 0.52
111 - 673 : 0.5
111 - 915 : 0.52
112 - 841 : 0.52
127 - 702 : 0.52
128 - 311 : 0.5
128 - 716 : 0.5
130 - 145 : 0.54
130 - 301 : 0.5
130 - 303 : 0.56
130 - 416 : 0.5
130 - 727 : 0.52
130 - 804 : 0.54
143 - 258 : 0.52
143 - 529 : 0.54
145 - 416 : 0.54
145 - 648 : 0.54
146 - 673 : 0.5
151 - 308 : 0.5
151 - 313 : 0.52
151 - 406 : 0.54
151 - 450 : 0.56
151 - 537 : 0.54
151 - 694 : 0.54
151 - 716 : 0.56
151 - 747 : 0.52
166 - 400 : 0.5
178 - 378 : 0.5
178 - 457 : 0.5
184 - 561 : 0.52
194 - 311 : 0.58
194 - 313 : 0.54
194 - 327 : 0.52
194 - 339 : 0.5
194 - 378 : 0.56
194 - 406 : 0.5
194 - 416 : 0.52
194 - 450 : 0.56
194 - 457 : 0.58
194 - 561 : 0.58
194 - 716 : 0.56
194 - 815 : 0.58
194 - 864 : 0.5
197 - 600 : 0.5
197 - 826 : 0.58
200 - 301 : 0.52
200 - 435 : 0.5
200 - 497 : 0.5
200 - 881 : 0.52
201 - 276 : 0.54
201 - 387 : 0.54
201 - 399 : 0.52
201 - 405 : 0.5
203 - 432 : 0.52
203 - 582 : 0.5
203 - 703 : 0.5
203 - 714 : 0.5
210 - 313 : 0.5
222 - 276 : 0.5
222 - 303 : 0.52
222 - 416 : 0.52
222 - 429 : 0.54
222 - 457 : 0.5
222 - 472 : 0.6
222 - 495 : 0.52
222 - 727 : 0.5
222 - 749 : 0.52
222 - 805 : 0.5
230 - 632 : 0.5
230 - 897 : 0.54
234 - 293 : 0.54
234 - 303 : 0.5
234 - 308 : 0.56
234 - 406 : 0.52
234 - 450 : 0.62
234 - 474 : 0.54
234 - 524 : 0.5
234 - 537 : 0.6
234 - 561 : 0.5
234 - 666 : 0.54
234 - 716 : 0.52
234 - 796 : 0.52
234 - 846 : 0.54
256 - 804 : 0.5
258 - 356 : 0.54
258 - 646 : 0.5
265 - 714 : 0.52
265 - 730 : 0.5
268 - 417 : 0.5
268 - 497 : 0.52
268 - 727 : 0.52
271 - 618 : 0.54
271 - 870 : 0.52
276 - 303 : 0.58
276 - 405 : 0.6
276 - 417 : 0.5
276 - 429 : 0.52
276 - 472 : 0.5
276 - 682 : 0.52
276 - 727 : 0.5
276 - 749 : 0.5
276 - 846 : 0.52
276 - 880 : 0.5
279 - 303 : 0.5
280 - 301 : 0.54
280 - 457 : 0.5
280 - 864 : 0.56
284 - 611 : 0.5
293 - 301 : 0.5
293 - 303 : 0.5
293 - 308 : 0.58
293 - 311 : 0.5
293 - 405 : 0.5
293 - 406 : 0.56
293 - 416 : 0.58
293 - 450 : 0.52
293 - 457 : 0.52
293 - 551 : 0.54
293 - 561 : 0.52
293 - 650 : 0.52
293 - 682 : 0.5
293 - 716 : 0.52
293 - 727 : 0.52
293 - 796 : 0.56
293 - 846 : 0.5
293 - 864 : 0.54
293 - 881 : 0.5
293 - 896 : 0.56
295 - 716 : 0.5
301 - 311 : 0.5
301 - 327 : 0.52
301 - 472 : 0.52
301 - 561 : 0.5
301 - 650 : 0.56
301 - 804 : 0.52
301 - 864 : 0.52
301 - 881 : 0.58
301 - 892 : 0.5
301 - 896 : 0.52
301 - 933 : 0.5
303 - 399 : 0.54
303 - 405 : 0.56
303 - 416 : 0.52
303 - 537 : 0.5
303 - 682 : 0.52
303 - 727 : 0.54
303 - 749 : 0.5
303 - 796 : 0.52
303 - 804 : 0.52
303 - 846 : 0.5
308 - 311 : 0.5
308 - 313 : 0.56
308 - 450 : 0.52
308 - 537 : 0.56
308 - 561 : 0.5
308 - 650 : 0.52
308 - 716 : 0.54
308 - 804 : 0.52
308 - 892 : 0.58
311 - 313 : 0.56
311 - 378 : 0.6
311 - 417 : 0.54
311 - 429 : 0.54
311 - 457 : 0.58
311 - 472 : 0.54
311 - 495 : 0.52
311 - 561 : 0.54
311 - 650 : 0.6
311 - 711 : 0.5
311 - 716 : 0.62
311 - 727 : 0.5
311 - 805 : 0.54
311 - 815 : 0.54
311 - 846 : 0.5
311 - 864 : 0.5
311 - 881 : 0.5
311 - 882 : 0.52
311 - 896 : 0.5
311 - 897 : 0.5
313 - 457 : 0.52
313 - 561 : 0.5
313 - 650 : 0.56
313 - 716 : 0.58
313 - 804 : 0.5
313 - 815 : 0.52
313 - 881 : 0.52
326 - 694 : 0.5
327 - 378 : 0.5
327 - 387 : 0.52
327 - 450 : 0.52
327 - 457 : 0.52
327 - 561 : 0.56
327 - 864 : 0.56
327 - 889 : 0.56
328 - 788 : 0.68
330 - 882 : 0.5
334 - 537 : 0.5
339 - 457 : 0.5
339 - 561 : 0.54
341 - 511 : 0.52
344 - 345 : 0.5
344 - 450 : 0.5
350 - 890 : 0.62
356 - 856 : 0.5
363 - 727 : 0.5
366 - 367 : 0.5
366 - 604 : 0.62
366 - 814 : 0.58
373 - 457 : 0.52
373 - 933 : 0.52
374 - 457 : 0.5
378 - 406 : 0.54
378 - 416 : 0.58
378 - 450 : 0.52
378 - 457 : 0.54
378 - 561 : 0.5
378 - 716 : 0.54
378 - 815 : 0.56
378 - 864 : 0.58
378 - 896 : 0.5
378 - 916 : 0.52
387 - 417 : 0.5
387 - 868 : 0.52
387 - 916 : 0.5
393 - 416 : 0.54
393 - 435 : 0.5
400 - 811 : 0.5
403 - 703 : 0.54
403 - 714 : 0.5
403 - 761 : 0.5
405 - 417 : 0.52
405 - 450 : 0.56
405 - 472 : 0.52
405 - 537 : 0.56
405 - 727 : 0.5
405 - 846 : 0.64
406 - 437 : 0.56
406 - 450 : 0.62
406 - 454 : 0.52
406 - 537 : 0.5
406 - 666 : 0.5
406 - 716 : 0.5
406 - 747 : 0.56
406 - 840 : 0.52
406 - 846 : 0.5
407 - 545 : 0.5
407 - 711 : 0.52
407 - 774 : 0.5
407 - 933 : 0.5
408 - 772 : 0.5
408 - 898 : 0.86
416 - 450 : 0.54
416 - 457 : 0.52
416 - 537 : 0.52
416 - 561 : 0.52
416 - 682 : 0.52
416 - 796 : 0.52
416 - 805 : 0.5
416 - 881 : 0.5
416 - 916 : 0.52
417 - 435 : 0.58
417 - 450 : 0.54
417 - 472 : 0.62
417 - 497 : 0.52
417 - 727 : 0.56
417 - 805 : 0.54
429 - 495 : 0.5
429 - 551 : 0.54
429 - 682 : 0.5
429 - 727 : 0.5
429 - 749 : 0.54
429 - 846 : 0.52
429 - 896 : 0.6
429 - 916 : 0.52
432 - 703 : 0.5
432 - 714 : 0.54
432 - 742 : 0.54
435 - 450 : 0.5
435 - 472 : 0.52
435 - 497 : 0.52
435 - 727 : 0.52
435 - 815 : 0.5
435 - 896 : 0.54
437 - 846 : 0.52
438 - 935 : 0.5
446 - 853 : 0.5
450 - 457 : 0.56
450 - 474 : 0.54
450 - 537 : 0.62
450 - 561 : 0.54
450 - 716 : 0.6
450 - 727 : 0.5
450 - 805 : 0.52
450 - 846 : 0.54
450 - 864 : 0.54
450 - 896 : 0.5
451 - 489 : 0.5
454 - 694 : 0.52
454 - 716 : 0.5
454 - 840 : 0.54
457 - 561 : 0.64
457 - 577 : 0.52
457 - 716 : 0.58
457 - 864 : 0.62
457 - 896 : 0.56
472 - 727 : 0.52
472 - 805 : 0.56
472 - 846 : 0.5
472 - 881 : 0.54
474 - 524 : 0.5
474 - 537 : 0.66
474 - 716 : 0.5
474 - 846 : 0.52
487 - 864 : 0.5
488 - 897 : 0.5
489 - 587 : 0.7
495 - 774 : 0.5
495 - 846 : 0.52
510 - 812 : 0.56
510 - 824 : 0.5
524 - 788 : 0.5
529 - 544 : 0.52
529 - 853 : 0.52
535 - 840 : 0.52
537 - 606 : 0.5
537 - 655 : 0.5
537 - 846 : 0.6
537 - 870 : 0.5
544 - 772 : 0.52
551 - 896 : 0.5
551 - 943 : 0.5
554 - 764 : 0.54
561 - 650 : 0.54
561 - 716 : 0.6
561 - 804 : 0.5
561 - 864 : 0.62
561 - 881 : 0.54
561 - 896 : 0.54
561 - 916 : 0.5
566 - 815 : 0.5
577 - 864 : 0.5
587 - 752 : 0.62
589 - 853 : 0.56
592 - 758 : 0.52
592 - 889 : 0.54
602 - 759 : 0.5
604 - 814 : 0.58
606 - 618 : 0.5
616 - 827 : 0.52
618 - 870 : 0.52
618 - 896 : 0.5
648 - 881 : 0.5
650 - 796 : 0.5
650 - 843 : 0.54
650 - 846 : 0.5
650 - 881 : 0.5
666 - 840 : 0.58
678 - 742 : 0.52
689 - 730 : 0.56
694 - 766 : 0.56
706 - 714 : 0.52
715 - 916 : 0.5
716 - 747 : 0.52
716 - 815 : 0.5
716 - 840 : 0.5
716 - 846 : 0.5
716 - 864 : 0.5
716 - 881 : 0.52
716 - 892 : 0.52
716 - 896 : 0.5
724 - 752 : 0.52
727 - 749 : 0.56
727 - 804 : 0.54
727 - 864 : 0.52
727 - 896 : 0.52
747 - 840 : 0.52
749 - 796 : 0.52
749 - 804 : 0.54
749 - 881 : 0.5
749 - 892 : 0.5
749 - 896 : 0.56
750 - 755 : 0.5
755 - 853 : 0.6
772 - 856 : 0.5
786 - 882 : 0.5
796 - 881 : 0.5
804 - 881 : 0.54
809 - 920 : 0.52
815 - 823 : 0.5
815 - 892 : 0.5
840 - 913 : 0.5
864 - 896 : 0.56
864 - 916 : 0.5
882 - 892 : 0.5
882 - 897 : 0.5
886 - 916 : 0.52
892 - 896 : 0.52
896 - 916 : 0.6
False Positives: 99.8
False Negatives: 0.6
MinHash Similarities with 100 hash functions (>= 0.5):
7 - 234 : 0.51
7 - 308 : 0.51
7 - 313 : 0.5
7 - 650 : 0.51
13 - 276 : 0.54
13 - 416 : 0.52
13 - 450 : 0.51
18 - 474 : 0.5
59 - 234 : 0.53
59 - 271 : 0.54
59 - 406 : 0.58
59 - 450 : 0.51
59 - 524 : 0.5
59 - 537 : 0.51
90 - 537 : 0.5
92 - 417 : 0.54
94 - 222 : 0.55
94 - 276 : 0.51
94 - 682 : 0.52
109 - 301 : 0.52
109 - 933 : 0.5
112 - 616 : 0.53
130 - 222 : 0.5
130 - 303 : 0.5
151 - 716 : 0.52
194 - 311 : 0.52
194 - 378 : 0.5
194 - 457 : 0.5
197 - 600 : 0.56
197 - 826 : 0.51
201 - 561 : 0.51
217 - 619 : 0.51
222 - 276 : 0.53
222 - 303 : 0.54
222 - 393 : 0.57
222 - 417 : 0.5
222 - 435 : 0.52
222 - 472 : 0.53
222 - 682 : 0.52
222 - 749 : 0.52
222 - 880 : 0.52
229 - 410 : 0.5
234 - 406 : 0.54
234 - 450 : 0.55
234 - 537 : 0.52
234 - 747 : 0.53
271 - 474 : 0.53
271 - 537 : 0.5
271 - 716 : 0.5
276 - 303 : 0.54
276 - 378 : 0.5
276 - 393 : 0.55
276 - 416 : 0.54
276 - 435 : 0.53
276 - 450 : 0.54
276 - 551 : 0.51
276 - 655 : 0.53
276 - 682 : 0.53
276 - 796 : 0.5
276 - 804 : 0.5
284 - 784 : 0.51
284 - 915 : 0.51
293 - 551 : 0.51
301 - 823 : 0.5
303 - 378 : 0.5
303 - 393 : 0.52
303 - 416 : 0.57
303 - 435 : 0.5
303 - 682 : 0.51
308 - 537 : 0.55
311 - 650 : 0.5
313 - 716 : 0.59
328 - 788 : 0.64
366 - 604 : 0.53
366 - 814 : 0.51
378 - 393 : 0.51
378 - 416 : 0.52
378 - 864 : 0.5
387 - 561 : 0.5
393 - 416 : 0.54
393 - 472 : 0.51
393 - 682 : 0.5
393 - 727 : 0.52
393 - 796 : 0.51
405 - 655 : 0.51
405 - 846 : 0.52
408 - 898 : 0.86
416 - 450 : 0.51
416 - 537 : 0.5
416 - 551 : 0.51
416 - 655 : 0.52
416 - 682 : 0.52
417 - 435 : 0.52
435 - 551 : 0.53
435 - 727 : 0.51
450 - 796 : 0.5
451 - 489 : 0.53
451 - 587 : 0.5
474 - 524 : 0.5
474 - 533 : 0.5
474 - 537 : 0.55
489 - 587 : 0.68
489 - 724 : 0.54
489 - 863 : 0.52
495 - 892 : 0.5
537 - 655 : 0.5
551 - 561 : 0.52
551 - 682 : 0.52
551 - 896 : 0.51
554 - 764 : 0.52
587 - 724 : 0.5
600 - 826 : 0.63
674 - 879 : 0.54
682 - 727 : 0.51
682 - 880 : 0.51
694 - 766 : 0.51
724 - 863 : 0.5
772 - 809 : 0.5
881 - 892 : 0.52
False Positives: 22.0
False Negatives: 0.2
MinHash Similarities with 200 hash functions (>= 0.5):
18 - 59 : 0.5
37 - 217 : 0.515
59 - 271 : 0.5
59 - 406 : 0.5
59 - 450 : 0.5
59 - 537 : 0.53
94 - 276 : 0.53
170 - 510 : 0.5
197 - 600 : 0.53
197 - 826 : 0.505
276 - 551 : 0.505
328 - 788 : 0.72
356 - 856 : 0.54
405 - 846 : 0.5
408 - 898 : 0.9
451 - 489 : 0.555
451 - 587 : 0.505
474 - 537 : 0.52
474 - 716 : 0.515
489 - 587 : 0.7
551 - 682 : 0.5
554 - 764 : 0.585
600 - 826 : 0.525
674 - 879 : 0.52
False Positives: 3.0
False Negatives: 0.2
